"","logFC","logCPM","LR","PValue","FDR"
"PITA_47891",2.86846250435115,1.32165811954313,15.7993228104219,7.04277107711643e-05,0.00587100746617697
"PITA_19292",2.70766939675723,2.10731626624292,15.7237695446513,7.3297282230938e-05,0.00607130259090595
"PITA_21059",1.9400177776015,7.06186764638806,15.6742308699052,7.52423579979029e-05,0.00621263012434113
"PITA_40625",2.1902556116241,2.94128629056912,15.6350285811404,7.6818329507255e-05,0.00632268332960188
"PITA_24153",1.51509919285848,5.05377193503759,15.6195837033014,7.7448310289797e-05,0.00635442619030703
"PITA_07392",1.36838202167109,5.31853504467523,15.5704337792701,7.94878842069111e-05,0.00650125905766525
"PITA_10097",1.17121376890398,6.65352096926731,15.5540925371982,8.01778977618639e-05,0.006537137752001
"PITA_37132",2.78313439705964,2.15883460454406,15.488159269357,8.30237073273334e-05,0.00674801126211442
"PITA_11559",5.14807682688841,4.9384447116168,15.4647697192335,8.40574854036515e-05,0.00680692478652727
"PITA_09817",3.62451528048073,2.49234054296,15.4160959541626,8.62504929359091e-05,0.0069237316999076
"PITA_05742",1.31627702203264,5.98772999035238,15.2529863130204,9.40279673187917e-05,0.00745601646949528
"PITA_02885",1.92386521500401,3.38483781452564,15.1964944715186,9.68831046332989e-05,0.00763585657093173
"PITA_14849",3.71362240483418,0.643482434836267,15.1864071562595,9.74020300354749e-05,0.00765356313955489
"PITA_40655",1.91922031764519,4.04792635729161,15.0785817073957,0.000103126784966585,0.00805472837896667
"PITA_19843",1.93087814246723,3.41115322845435,15.0262463002506,0.000106026308422053,0.00820725671353919
"PITA_50813",3.93730252740137,1.96609023501082,15.0173798229895,0.00010652560103555,0.00822143726211757
"PITA_47493",2.12958314425554,4.63306196830924,14.9634340302183,0.000109614833050385,0.00843482897280317
"PITA_22445",2.81434984098074,3.86965968704884,14.9563859443199,0.000110025050228865,0.00844142044661519
"PITA_01763",3.55717474870116,0.0218990640380788,14.9435876308019,0.000110773900296053,0.00845083846676026
"PITA_24873",1.97759443961634,3.01876995031073,14.9431832655189,0.000110797643783508,0.00845083846676026
"PITA_25357",2.40179696329332,2.13568170215909,14.918669235942,0.000112246666104681,0.00850283172221654
"PITA_10775",3.27640760195702,0.906532186614094,14.9150857818517,0.000112460075836921,0.00850283172221654
"PITA_44170",3.42390221254408,2.16048444882656,14.8978172980744,0.000113494226608782,0.00853142005742144
"PITA_13982",2.89295633694795,0.696027969665956,14.8751955573251,0.000114863463372694,0.00860946345492906
"PITA_51615",2.16119170130371,2.66060045514684,14.8658968344273,0.000115431102446428,0.00862714811358952
"PITA_36496",2.37271144808853,2.48350784634206,14.8536251013917,0.000116184552971396,0.00865857890611185
"PITA_33502",3.91025949647768,1.29289621489061,14.7998578737144,0.000119544511110402,0.00887895415989592
"PITA_47429",1.37257759787628,5.09316095813465,14.7927268740972,0.000119997419354212,0.00887895415989592
"PITA_18923",3.76211501664805,0.845440465102448,14.7418582081892,0.000123278724317284,0.00908316243843693
"PITA_03757",1.33235124460779,5.15744818825333,14.7341498072958,0.000123783779027006,0.00909461104156328
"PITA_24664",2.57813312804671,1.86530598033929,14.707698043391,0.00012553279104623,0.00919713341498986
"PITA_19094",1.54510037421702,6.09696873493358,14.6799302043363,0.000127395597327859,0.00930739351376481
"PITA_39356",2.51441631391891,1.83563630396156,14.6735132686257,0.000127830021324651,0.00931297205779511
"PITA_50866",2.39121516241048,1.23588325746875,14.6508241568969,0.000129378059441677,0.00939942443580607
"PITA_01074",2.96326877788195,1.67435220569182,14.6292544401349,0.000130867220488535,0.0094811296314382
"PITA_07613",4.05792627836622,6.18114528757609,14.6172821722791,0.000131701213950783,0.00951504687123865
"PITA_36356",1.29105166149559,6.10365945017313,14.5999683384701,0.000132916777108349,0.00957626719061229
"PITA_06604",2.49460111417887,3.87479333091701,14.5184740661648,0.00013879177833775,0.00997192089167552
"PITA_38825",2.08323756422939,2.89325906235299,14.4468009003331,0.000144174536068444,0.0102928906140029
"PITA_36024",1.90401323091031,2.68904587894778,14.4107011974258,0.000146964783007949,0.0104152780415633
"PITA_34569",1.44214134447511,5.19903169123336,14.3786449210785,0.000149488054954369,0.0105653120144244
"PITA_13365",2.17090140684656,2.95165674688061,14.3551752364384,0.000151363065106323,0.0106688400009495
"PITA_10571",2.45450468949152,1.43149916657111,14.3446752611656,0.000152209566003338,0.0106995097356239
"PITA_20903",1.81526009485743,4.72497409897504,14.2702035657481,0.000158351827752037,0.0110714319569966
"PITA_19827",1.32673891653458,6.00901444586483,14.2314738167256,0.000161644223799964,0.0112308351300443
"PITA_41805",1.26908180765074,7.11531891675737,14.2000989577189,0.00016436186900616,0.0113392250689157
"PITA_31714",2.90738432193211,7.97689271254564,14.1195538178947,0.000171551177866519,0.0118039010188632
"PITA_07523",3.08439323152402,4.27216265036855,14.0933868340355,0.000173954306538589,0.011937671659003
"PITA_36293",3.58419155911873,1.67164021109545,14.0723518975687,0.000175910680094343,0.0120401602067731
"PITA_04341",2.10647612716482,3.40563808139601,14.0451740811876,0.000178471230588111,0.0121833549510923
"PITA_27932",1.51266811964067,7.24537819914887,14.0287658081876,0.000180035272437003,0.0122579513110314
"PITA_03080",1.55657947482024,7.2009638171486,13.9987821581647,0.000182929078120763,0.0123579282930985
"PITA_04637",2.82411912361072,3.21265013805554,13.990650576706,0.000183721925019256,0.0123793356161291
"PITA_34358",2.65119366427278,2.24519368852024,13.9231104989742,0.0001904424508012,0.0127990121521664
"PITA_02893",2.12835464152322,3.17122352312147,13.8272670950239,0.000200406642467944,0.013372626157936
"PITA_13110",2.80144582332582,3.41624607167516,13.8217980898623,0.000200990805699127,0.013372626157936
"PITA_14723",2.27069189179282,4.21432469280085,13.7759732575123,0.000205953414214812,0.0136301332069034
"PITA_36943",3.68897897051735,-0.166480674014874,13.7336053454072,0.00021065143615436,0.0139056680277633
"PITA_47137",2.26964073144506,1.59610242342473,13.7247547291811,0.000211646401881882,0.0139178399409866
"PITA_50609",2.89131540111738,2.09129178051015,13.7224518975368,0.00021190605623556,0.0139178399409866
"PITA_01590",1.86147562458857,3.50694736153203,13.7026802058992,0.000214148650454156,0.0140297033996527
"PITA_02457",1.74182939587252,4.15536251682098,13.6798726964577,0.000216765301367912,0.0141385413221032
"PITA_35470",2.03020939119675,2.56888153633517,13.6746951720142,0.000217363779054896,0.0141385413221032
"PITA_20803",2.6189599726707,4.39945821912381,13.6740303063435,0.000217440752387299,0.0141385413221032
"PITA_01007",1.11697107842399,7.99633081178351,13.6548280993325,0.000219675735799399,0.0142090170000083
"PITA_13105",1.36391086174792,4.30900294462234,13.6425542061712,0.000221116430859751,0.0142090170000083
"PITA_48066",2.43784879934718,1.94376515249135,13.5867254426429,0.00022779064170391,0.0145567734645626
"PITA_09762",3.29619827817925,0.283247121317244,13.550190390714,0.000232267861086508,0.0148065068602916
"PITA_32379",1.49347847098221,5.37951996357833,13.5328601671407,0.000234422513240689,0.014907323097499
"PITA_38279",2.68874329513182,5.01317443831681,13.5034079350353,0.000238130592111333,0.015075705943127
"PITA_07653",1.14245142931754,6.69776372846894,13.5026274455059,0.000238229656758246,0.015075705943127
"PITA_39027",2.62779700510734,2.37279637481004,13.4594773462882,0.000243771655783831,0.0153517118529822
"PITA_09506",3.33214808707192,3.69788160465951,13.4448720325469,0.000245676779630275,0.0154343172980769
"PITA_07682",2.79741745430355,2.08168723901442,13.3525002874373,0.000258078312860603,0.0160967837870298
"PITA_28044",3.03415631312658,0.650681216513811,13.3457323524152,0.000259011387641126,0.0161163329692776
"PITA_21568",3.54773114004487,1.89171904025714,13.339838576538,0.000259826714152649,0.0161284797336426
"PITA_32739",1.68947532666383,3.2586934593943,13.2912111034449,0.000266653175377121,0.0165128153294846
"PITA_05154",2.38244739229252,2.4541236585296,13.2562417446462,0.000271673764644898,0.0167837599635372
"PITA_22858",1.3151894975404,5.85564499922308,13.2187006922927,0.00027716969334432,0.0170827169530626
"PITA_08319",2.26213711740225,2.40548697073277,13.1993183177084,0.000280050963218172,0.0172194929133367
"PITA_20356",2.23822313980216,1.76981062421615,13.1447980690984,0.000288318586887069,0.0176444191208136
"PITA_23704",1.60998859117835,3.72077709666323,13.1291958921645,0.000290729523841026,0.0177277259700273
"PITA_25342",1.61222442749326,3.52920259780388,13.1271764494684,0.000291043061601817,0.0177277259700273
"PITA_49215",3.6711654209145,4.54935700953141,13.1016411962797,0.00029503718642941,0.0179290237893517
"PITA_32240",3.16649402438876,2.52011457863286,12.9647311613562,0.000317414035445478,0.0191545745890984
"PITA_48266",2.84037912054229,3.22474392400026,12.933025940702,0.000322835502806604,0.0194366402604097
"PITA_29784",1.97455318942584,4.36233494526757,12.8909157233141,0.000330180841884885,0.019746186233394
"PITA_34328",2.98624889433678,2.95266413866805,12.8904978734299,0.000330254566170418,0.019746186233394
"PITA_43327",2.78906032826362,2.02684220260551,12.848854614175,0.000337685878007179,0.0201171066223568
"PITA_34115",1.37115107239319,4.71727874063546,12.8463530881524,0.000338137611536355,0.0201171066223568
"PITA_20952",1.2229769209989,5.75925792050741,12.8428092991994,0.000338778603583079,0.0201171066223568
"PITA_33482",3.01600186423978,2.35430297054502,12.8213294197432,0.000342690141549042,0.0202614694679323
"PITA_33903",1.31992679802279,7.72597986694282,12.7656413262289,0.000353044528863437,0.0207612244648429
"PITA_01919",1.39209049098789,4.38158675153569,12.7626111204579,0.000353616918679127,0.0207612244648429
"PITA_41069",1.62752665002293,5.22656754679199,12.695517906464,0.000366533069880804,0.0214710779606528
"PITA_18543",1.22777250138575,5.21717596017432,12.6828681877114,0.000369021076461243,0.021483393464577
"PITA_30254",3.0155537769438,0.837370215420709,12.6820828300458,0.000369176104757729,0.021483393464577
"PITA_26953",3.21062678347924,2.35836311525922,12.6775352663946,0.000370075078599969,0.0214850060698808
"PITA_04185",3.37451747783782,2.56342651088105,12.6593401026894,0.000373694090200515,0.0216081193355835
"PITA_13621",2.32988010277028,2.89485344658786,12.6585238897156,0.000373857268676712,0.0216081193355835
"PITA_50348",2.98857850681629,0.233187994205073,12.647658666895,0.000376036318449615,0.0216858727418094
"PITA_29549",3.39473689046803,3.42835581999877,12.6395299276694,0.000377674932655686,0.0217321843438976
"PITA_31676",2.83628898817207,0.943598974358682,12.6281058426919,0.000379990013615224,0.0218171308258683
"PITA_22026",2.38587704602556,0.855994995534022,12.5829588461835,0.000389279947477746,0.02230128227742
"PITA_13495",1.71590820247158,2.64097181999274,12.5769954519638,0.000390524051001238,0.0223233847087719
"PITA_44795",3.61588207273371,2.95417301059138,12.5271866109863,0.000401073256476074,0.0228260707389195
"PITA_12283",3.33918498393402,4.85415096680358,12.4944911557149,0.000408153786939001,0.0231783228045774
"PITA_10042",2.7848205209478,2.13155402826638,12.4724778973579,0.000412991886999341,0.0234019738321696
"PITA_29664",1.1001090729108,8.22814249155446,12.4554754897071,0.000416768265956109,0.0235646213679401
"PITA_50176",3.7139087557952,1.48650507490876,12.4273781441804,0.000423085441878071,0.0238699116221405
"PITA_21009",2.61015495368051,3.95139743632314,12.4013089844643,0.00042903299589282,0.0241530718402086
"PITA_11589",2.01277837862435,2.35024205922285,12.3941276895845,0.000430686144470557,0.0241937709104421
"PITA_47140",2.45870410312902,1.86310755829151,12.3817093077041,0.000433560062703804,0.0243027234285846
"PITA_45750",1.9079771374214,2.69093285434037,12.3738019859069,0.000435400086217292,0.0243221238969654
"PITA_16417",1.15524287399832,5.92394331641661,12.3721887454567,0.000435776451843049,0.0243221238969654
"PITA_36703",1.68386631697702,3.13567725378704,12.3561539195054,0.000439535236898467,0.0244793832473067
"PITA_11662",2.3516258881579,4.05596496950773,12.3463506737727,0.000441849350172416,0.0245079794512647
"PITA_25536",2.72709348015593,2.15062088457714,12.3203398360973,0.000448049121676641,0.0247416339823519
"PITA_18976",2.24345701271794,1.39102156676223,12.3063209329149,0.000451426904066915,0.0248753439573652
"PITA_26382",1.12143384648306,5.55368801796395,12.2455901143196,0.00046635902199888,0.0255897295425504
"PITA_02265",1.72229195240585,3.35555911271813,12.1721297616814,0.000485088866477653,0.0265410246925484
"PITA_35775",1.11799415642878,7.45637554317634,12.1049151600294,0.000502890847825388,0.0273633641445408
"PITA_04318",2.09980375349325,6.64511280397456,12.0369786370141,0.000521554415504656,0.0282606433184596
"PITA_11449",1.76059274533571,4.9273347061648,12.0224147577024,0.000525645566324253,0.0284231092193919
"PITA_40372",3.49923411598186,6.39550823823995,12.0132694434145,0.000528231126494083,0.0285036584418768
"PITA_28956",2.58846928155191,2.76264039214023,11.9202440820051,0.000555272048559917,0.0297161948785903
"PITA_34679",3.33471092733648,1.05922796135704,11.9020814091401,0.000560712543303898,0.0299457341658954
"PITA_34222",3.36641099834213,0.827275548193219,11.8619486847973,0.000572925632871415,0.030472848231805
"PITA_44169",1.58711091204852,3.7798350631882,11.8543859258728,0.000575257015363091,0.0305344075766911
"PITA_43676",1.62200491626517,6.10515298782788,11.8301449976877,0.000582794558440922,0.0308714942372504
"PITA_33350",2.64870585362362,4.71132677028272,11.8065832497627,0.000590216486089213,0.0312010987534438
"PITA_11885",2.89385833531042,0.335213560393413,11.7577497171296,0.00060590434009138,0.0319097632936338
"PITA_22056",2.37953193701079,0.909038437498706,11.7572233603001,0.000606075707141954,0.0319097632936338
"PITA_42288",3.03853522151346,1.18309558044022,11.7476900074998,0.000609187984893929,0.0319648123009851
"PITA_45287",2.68182624726222,1.28467972130845,11.720546307263,0.000618138055857335,0.0322834391461715
"PITA_08141",2.14573736748291,1.09869745075062,11.7065302731508,0.000622811420831014,0.0324623291470819
"PITA_32538",3.22376128177961,1.44060352162057,11.6921415535755,0.00062764617294301,0.0326266029111991
"PITA_10544",3.22002079599465,1.3299090106325,11.689695025851,0.000628471992714474,0.0326266029111991
"PITA_02661",1.74257503263631,2.74141819193468,11.6554862761724,0.000640134692657888,0.0331658629907151
"PITA_26081",2.09316442699013,2.06656098948429,11.6423452478004,0.000644672725987536,0.0333345783900792
"PITA_31942",2.4843613840232,3.52969484171358,11.521828689769,0.000687836922812571,0.0353556334494707
"PITA_22168",1.28660659549012,4.72000831364387,11.5063552801346,0.000693586411590556,0.035580846112542
"PITA_32264",1.4263518351844,4.42698005863562,11.4862499695053,0.000701129575618221,0.0358970061658549
"PITA_16990",1.05748931169376,6.79896536396334,11.446389110825,0.00071633062778162,0.0365321005785559
"PITA_29713",1.60036535461009,3.12730992396265,11.4202782642072,0.000726468140440082,0.036910368545631
"PITA_13210",2.62087057920102,0.658672373015902,11.4199440871695,0.000726598819461075,0.036910368545631
"PITA_37716",1.77280480011209,2.48759905445457,11.4109519899081,0.000730124086117685,0.0370171488417834
"PITA_06420",2.90612252378853,3.59337005969521,11.4054078587241,0.000732306216793254,0.0370555494018983
"PITA_24601",2.23871728431931,3.62015782589032,11.3949614697765,0.000736435762334815,0.0371921509564392
"PITA_19027",1.33617764482292,4.3722089585921,11.3770383514103,0.000743575813547455,0.0373381978392235
"PITA_19396",3.11852539393266,3.87657894491097,11.3768920671229,0.000743634375820593,0.0373381978392235
"PITA_31764",1.57522518139131,5.83703113907773,11.370231558946,0.000746305732375547,0.0374001267694713
"PITA_50025",1.63994229684691,3.39630393228823,11.3416154250351,0.000757893686967885,0.03785897533807
"PITA_00501",2.90452486503343,1.69283277056281,11.3385896767785,0.000759129527501256,0.03785897533807
"PITA_37590",1.77437779869453,3.99898300155154,11.3353914237246,0.000760438039874252,0.03785897533807
"PITA_48032",2.64488495203013,3.7881658679618,11.3325300230154,0.000761610666197164,0.03785897533807
"PITA_35858",1.73832722790357,3.13345677389792,11.3297786163122,0.00076273993914217,0.03785897533807
"PITA_44844",1.96633041481256,3.56393375164872,11.3250454979024,0.000764686535614597,0.0378832992472382
"PITA_44280",2.39012400989417,1.95282966473305,11.2812663732994,0.00078293131273645,0.0384938762059779
"PITA_31577",3.37083858703389,1.42334798788057,11.218224318255,0.00080997958443997,0.0397486019088664
"PITA_06682",1.79646725097935,2.20626446070013,11.207976282712,0.000814464916637726,0.0398184549188545
"PITA_47638",2.51521309200443,1.21613228470758,11.1991674729428,0.000818340389898027,0.039899379367398
"PITA_31449",1.08675378418755,5.29097308034555,11.1972458182009,0.000819188303363855,0.039899379367398
"PITA_45631",1.36161764006716,4.4681776932541,11.1706570871222,0.000831011902217394,0.040324232396963
"PITA_14636",2.50631031742179,1.5484212559025,11.1345580190797,0.000847341180143664,0.040945906555659
"PITA_22462",2.17325888562607,3.94780131622099,11.1319215442228,0.000848546412145803,0.040945906555659
"PITA_35362",2.15194621987898,6.09211823718508,11.1129566693523,0.000857267185977906,0.0411261344188312
"PITA_43768",1.00147405495348,7.29201415727797,11.1112020490711,0.000858078591924606,0.0411261344188312
"PITA_03147",2.68514903560161,0.125241828162046,11.0871419097952,0.000869283582479006,0.0414847645810944
"PITA_01714",0.973397396222178,6.15655336118107,11.0795620510594,0.000872844128676151,0.0415783936680184
"PITA_25287",3.43941516734215,1.33487639659796,11.0578327481162,0.000883133126521137,0.0419916078385526
"PITA_41274",1.11907751953412,5.2510119184718,11.0094573989087,0.000906481780832472,0.0428666993412214
"PITA_30711",1.93628404294675,1.36523103424289,11.0014732471087,0.000910394949469075,0.042895764928879
"PITA_35702",3.54470255763852,4.45235812954791,10.9949429094662,0.000913608272816109,0.0429693265238231
"PITA_14246",3.42126880886602,2.84205486804003,10.9744892446588,0.000923747113006139,0.0432856927290274
"PITA_21902",3.71442300630053,2.6384575308195,10.9713213290945,0.000925327584964405,0.0432856927290274
"PITA_02944",3.30020315908637,3.28210735184544,10.8960454891742,0.000963697797899823,0.0449190251354418
"PITA_12443",1.55821185478831,3.50063968224043,10.8899195909917,0.000966890258434284,0.0449872070333047
"PITA_49383",1.31354467804968,7.23187889403946,10.8857531925701,0.000969067649984665,0.0450080009079485
"PITA_08348",1.29616885987499,5.24139909138592,10.8683656470777,0.000978208167932909,0.0453515440994065
"PITA_11245",2.73765307522473,1.05760022020255,10.8643306171526,0.000980341790476414,0.0453695900863008
"PITA_42808",1.35574853415564,3.57020810551886,10.8546649747548,0.000985471897733753,0.0454113339941071
"PITA_26887",1.78094246688434,1.91165348824769,10.8527683147435,0.000986481745037122,0.0454113339941071
"PITA_33638",2.22221939696403,2.18493212255055,10.8293577191765,0.000999032870492406,0.0459078549975918
"PITA_35170",1.47208401169429,3.73709009754544,10.8061636245108,0.00101162719471979,0.0464046061860087
"PITA_06965",2.65016476228708,0.966660737686843,10.7886027764295,0.0010212693919831,0.046764428901564
"PITA_27456",1.23207366440389,6.67138830023281,10.7852830519846,0.00102310258451906,0.0467660371190793
"PITA_10221",1.38016559589656,3.55097397001316,10.7562085341015,0.00103930077870354,0.0473400594628729
"PITA_31623",2.26721138778549,1.33733609066329,10.7489820816327,0.00104336691983169,0.0473830435710455
"PITA_16712",2.06373728470664,2.53183607016969,10.7448311208924,0.0010457098315883,0.0473830435710455
"PITA_32312",2.27811413147368,1.21787354121415,10.7256780085233,0.00105658946722949,0.0476270978391193
"PITA_42468",2.06143800199847,2.65755237200121,10.6982097748508,0.00107239254702477,0.0481737180407229
"PITA_08733",1.05725346250589,7.87502047660566,10.6981616870536,0.00107242042160708,0.0481737180407229
"PITA_30828",2.15104946670207,2.98094951268009,10.6827121812967,0.00108141393433779,0.0484421379477921
"PITA_03689",1.3891868670305,4.43862276093972,10.6812966621637,0.00108224174622028,0.0484421379477921
"PITA_16005",2.18239574719217,0.906123737985917,10.6783220870649,0.00108398340134626,0.0484421379477921
"PITA_43245",3.36652360456423,1.65859995411769,10.6656535136839,0.0010914328356083,0.048691383570045
"PITA_01224",2.41778584656391,4.1314373635054,10.6127511928406,0.00112310459546224,0.0499330383305598
"PITA_45803",2.45656976783929,2.25294024617126,10.6086647427541,0.00112558943423798,0.0499581153499926
