"","Ha1","Ha2","Ha3","Ctr1","Ctr2","Ctr3"
"PITA_40314",0,0,0,2,0,0
"PITA_09438",3,2,7,2,0,0
"PITA_29176",62,39,37,138,78,171
"PITA_48035",0,0,0,1,0,0
"PITA_23740",321,232,284,325,294,324
"PITA_08269",1,2,2,2,2,1
"PITA_34744",0,0,0,0,0,0
"PITA_36641",168,137,140,92,70,232
"PITA_25189",0,0,0,0,0,0
"PITA_44860",1058,717,901,1085,987,1323
"PITA_31677",167,109,106,155,110,196
"PITA_24904",0,0,0,0,0,0
"PITA_34340",2058,1484,1762,1330,1830,1618
"PITA_46128",99,102,111,122,75,177
"PITA_06929",3,1,1,2,2,1
"PITA_15499",103,93,94,102,95,90
"PITA_29494",4,19,6,21,27,8
"PITA_11667",197,185,157,168,196,287
"PITA_13272",0,0,0,0,0,0
"PITA_16754",3,2,0,0,0,3
"PITA_38761",9,10,2,2,10,3
"PITA_40857",325,137,186,215,320,124
"PITA_02512",35,39,26,37,29,35
"PITA_26829",115,72,116,146,106,94
"PITA_47477",35,19,6,23,33,31
"PITA_39619",0,0,0,0,0,0
"PITA_27776",5,10,16,16,12,9
"PITA_17973",0,0,1,0,1,2
"PITA_06610",0,0,0,0,0,0
"PITA_38269",239,152,228,149,157,162
"PITA_00687",41,68,68,22,54,92
"PITA_42482",1,3,6,2,11,9
"PITA_04816",271,225,217,319,284,319
"PITA_33957",0,0,0,0,1,0
"PITA_06255",1,0,2,1,0,3
"PITA_27655",18,48,27,32,19,35
"PITA_50434",141,84,94,91,109,52
"PITA_00586",22,8,22,20,14,33
"PITA_18679",0,0,0,0,0,0
"PITA_17863",0,0,0,0,0,0
"PITA_36496",111,64,105,15,34,7
"PITA_13851",1089,610,793,945,986,1202
"PITA_37418",2073,1565,2011,1992,1646,3056
"PITA_20189",1,0,0,3,0,2
"PITA_01390",27,12,18,31,34,13
"PITA_36238",18,12,17,23,12,11
"PITA_24110",296,149,253,54,45,271
"PITA_39213",0,0,0,0,0,0
"PITA_19942",0,0,0,1,1,0
"PITA_34087",0,0,0,0,0,0
"PITA_08031",60,53,30,73,67,30
"PITA_38501",0,1,0,0,0,1
"PITA_40875",601,354,498,464,398,312
"PITA_38905",0,0,0,0,0,0
"PITA_30836",17,8,20,19,14,6
"PITA_35543",142,103,223,257,177,356
"PITA_40196",0,0,0,0,0,0
"PITA_30194",0,58,0,83,21,0
"PITA_41671",98,83,107,39,67,134
"PITA_23338",158,75,122,165,108,27
"PITA_08776",30,44,24,47,22,44
"PITA_09417",0,0,0,39,0,0
"PITA_26991",156,114,145,129,148,179
"PITA_06740",0,0,0,0,0,0
"PITA_21388",0,0,6,0,19,0
"PITA_47210",0,0,0,0,0,0
"PITA_21546",0,0,0,0,0,0
"PITA_41592",0,0,0,0,0,0
"PITA_15261",99,31,43,33,21,0
"PITA_36066",98,62,122,64,59,57
"PITA_24647",0,0,0,0,0,2
"PITA_40411",0,0,0,0,0,0
"PITA_29834",0,0,0,0,0,0
"PITA_38486",31,17,25,13,14,34
"PITA_03033",1,0,0,0,6,2
"PITA_04302",0,0,0,0,0,0
"PITA_29202",98,61,96,70,84,90
"PITA_11281",17,13,13,35,20,54
"PITA_47036",0,0,0,3,2,0
"PITA_19455",0,0,0,0,0,0
"PITA_38204",488,286,410,370,320,522
"PITA_19564",0,0,0,0,0,1
"PITA_22945",0,0,0,0,0,0
"PITA_18364",0,0,0,0,0,0
"PITA_14166",4183,1400,2673,4246,3253,3494
"PITA_05941",440,279,297,437,270,364
"PITA_06044",113,74,105,112,103,139
"PITA_19800",63,55,59,201,83,70
"PITA_44398",0,0,0,0,0,0
"PITA_41858",0,0,0,0,0,0
"PITA_17293",0,0,0,0,0,0
"PITA_15711",0,0,0,0,0,0
"PITA_39331",534,369,502,465,526,815
"PITA_25740",68,78,80,74,84,111
"PITA_32526",58,65,66,83,44,77
"PITA_05529",2,3,9,4,2,4
"PITA_23651",0,0,0,0,0,0
"PITA_10638",0,0,1,14,0,11
"PITA_37256",0,0,11,10,9,0
"PITA_05850",420,244,277,345,386,282
"PITA_07976",48,55,63,47,131,142
"PITA_35509",0,0,0,0,0,0
"PITA_12318",0,0,0,0,0,0
"PITA_01708",25,23,26,9,11,19
"PITA_51418",49,42,29,39,48,110
"PITA_50252",115,77,78,38,101,13
"PITA_40240",1,0,0,0,0,0
"PITA_24967",0,0,0,0,0,0
"PITA_02118",27,18,43,28,50,33
"PITA_32731",0,0,0,0,0,0
"PITA_00750",174,112,112,29,196,94
"PITA_29037",109,205,390,241,417,51
"PITA_22229",6,3,7,4,2,8
"PITA_38005",1,0,3,2,2,5
"PITA_43614",0,0,0,0,0,0
"PITA_04621",93,69,80,86,72,107
"PITA_43714",289,189,249,266,283,367
"PITA_17914",77,63,109,150,138,75
"PITA_15189",211,135,200,206,137,190
"PITA_01399",0,0,0,0,0,0
"PITA_19765",372,345,251,168,649,197
"PITA_09872",51,24,39,21,59,7
"PITA_00542",30,35,35,53,39,77
"PITA_51096",3,1,0,9,13,3
"PITA_14976",7,3,10,3,2,16
"PITA_13745",7,0,0,0,7,0
"PITA_22382",414,261,437,559,202,422
"PITA_16036",0,9,79,132,15,11
"PITA_28654",5,0,7,2,1,0
"PITA_47158",33,13,10,13,5,18
"PITA_47153",417,205,302,424,379,464
"PITA_29632",0,0,0,0,0,0
"PITA_43666",0,0,0,1,0,0
"PITA_27792",23,10,6,15,19,23
"PITA_00676",589,394,453,1402,831,491
"PITA_27350",72,46,72,103,71,106
"PITA_12341",12,6,7,16,5,26
"PITA_39361",0,1,0,0,0,0
"PITA_26709",193,152,210,172,126,219
"PITA_20046",1,0,3,0,0,2
"PITA_23036",1061,234,636,1386,649,368
"PITA_50877",15,6,19,17,6,0
"PITA_16122",61,37,18,71,81,36
"PITA_09525",41,37,15,11,25,28
"PITA_13344",12,13,5,12,8,17
"PITA_29505",0,1,0,0,0,0
"PITA_07987",62,40,41,49,59,57
"PITA_36105",984,378,613,593,417,386
"PITA_04228",33,24,6,48,59,19
"PITA_51239",5,5,0,4,4,3
"PITA_00762",0,0,0,0,1,2
"PITA_32994",0,0,6,0,0,2
"PITA_23187",5,0,0,15,7,0
"PITA_04712",0,0,0,0,0,0
"PITA_24746",0,0,0,0,0,0
"PITA_17821",0,0,0,0,0,0
"PITA_25108",12,5,0,12,0,0
"PITA_44605",662,402,739,417,775,572
"PITA_45267",0,3,0,0,0,0
"PITA_23447",58,6,41,1,2,0
"PITA_37525",0,0,0,6,0,0
"PITA_10156",0,0,0,0,0,3
"PITA_22449",25,23,26,26,14,8
"PITA_15464",227,152,272,208,138,246
"PITA_21252",116,54,80,75,69,86
"PITA_37431",3422,2377,3293,2567,4350,3373
"PITA_14920",0,0,0,0,0,0
"PITA_42310",5,4,2,3,1,0
"PITA_46795",47,17,23,45,29,153
"PITA_41013",366,242,302,351,300,482
"PITA_11436",14,0,8,14,6,21
"PITA_12072",0,0,0,0,0,0
"PITA_18392",0,1,1,0,0,0
"PITA_18153",855,813,673,695,776,1062
"PITA_31204",0,0,0,0,0,0
"PITA_49073",0,0,0,0,0,0
"PITA_17758",0,0,0,0,0,0
"PITA_16329",788,396,577,499,457,558
"PITA_25146",3,2,2,2,0,3
"PITA_37679",5,5,8,16,5,1
"PITA_20839",11,9,8,18,12,29
"PITA_44755",0,2,1,2,2,1
"PITA_35185",0,1,5,0,8,2
"PITA_39088",4448,3892,4133,4602,4047,7615
"PITA_03464",210,129,158,188,160,198
"PITA_09636",0,0,0,0,0,0
"PITA_09281",15,8,12,5,17,9
"PITA_26570",101,59,85,123,95,201
"PITA_34697",160,48,48,82,49,61
"PITA_41410",837,503,609,797,773,899
"PITA_01405",76,55,117,93,102,24
"PITA_24840",15,4,12,0,8,67
"PITA_50256",0,0,0,0,0,0
"PITA_03863",0,0,0,0,0,55
"PITA_39228",0,0,0,0,0,0
"PITA_25562",0,0,0,0,0,0
"PITA_18584",219,116,131,154,224,266
"PITA_46854",272,109,143,308,150,78
"PITA_19796",0,0,0,0,0,0
"PITA_25951",221,153,218,64,303,224
"PITA_32141",0,0,0,0,0,0
"PITA_42341",6,11,9,18,4,15
"PITA_45395",0,0,0,1,0,0
"PITA_38842",372,251,318,361,290,302
"PITA_50423",0,0,0,0,0,0
"PITA_28621",7,10,9,11,13,16
"PITA_11417",108,64,124,70,47,153
"PITA_30524",19,22,29,0,2,0
"PITA_24934",498,272,345,529,483,470
"PITA_06675",233,160,181,185,69,197
"PITA_44266",1200,810,1221,1048,919,983
"PITA_04124",1625,945,1255,1073,1254,2045
"PITA_31720",802,466,313,454,242,309
"PITA_11737",85,55,68,64,43,70
"PITA_35426",0,0,0,0,0,0
"PITA_16556",19,9,8,11,3,32
"PITA_45592",0,1,0,1,10,2
"PITA_45672",0,0,0,0,0,0
"PITA_42711",0,0,0,0,0,0
"PITA_08354",189,185,175,232,173,217
"PITA_13437",207,121,127,180,118,134
"PITA_06081",20,2,3,3,1,0
"PITA_34242",0,0,0,0,25,25
"PITA_00071",2,2,0,1,0,0
"PITA_17976",0,0,0,0,0,0
"PITA_31150",1428,743,1125,1125,1372,1539
"PITA_22162",6,2,4,3,3,8
"PITA_17951",1,2,2,0,2,2
"PITA_09168",56,59,50,48,62,56
"PITA_11480",305,139,167,235,147,322
"PITA_13208",971,649,818,712,774,894
"PITA_07230",4,3,14,4,6,9
"PITA_19158",106,60,90,115,83,79
"PITA_15805",759,380,474,626,835,488
"PITA_05772",163,109,75,208,114,223
"PITA_43794",71,38,49,56,39,25
"PITA_45985",246,87,3,97,148,225
"PITA_42107",0,0,0,0,0,0
"PITA_00786",14,27,2,8,4,3
"PITA_46153",0,0,0,0,0,0
"PITA_08366",45,21,30,23,23,29
"PITA_29312",19,15,10,61,6,5
"PITA_22115",99,16,57,36,32,5
"PITA_09693",1,1,1,3,0,1
"PITA_40121",0,0,0,0,0,0
"PITA_49571",91,55,73,72,70,56
"PITA_43127",369,307,306,484,584,660
"PITA_43894",15,9,26,16,14,9
"PITA_08798",0,0,0,0,0,0
"PITA_16549",0,0,0,0,1,0
"PITA_14448",73,41,66,103,86,91
"PITA_48325",6,1,1,3,4,6
"PITA_46672",0,0,0,0,0,0
"PITA_02721",276,245,276,354,248,361
"PITA_36140",400,52,165,20,0,0
"PITA_07491",1,0,0,0,0,0
"PITA_02956",0,0,6,0,0,0
"PITA_50742",0,0,0,0,0,0
"PITA_11563",0,0,0,0,0,0
"PITA_35779",0,0,0,0,0,0
"PITA_20375",9,0,6,5,2,5
"PITA_39263",292,235,284,119,267,165
"PITA_27753",336,283,365,397,237,289
"PITA_15490",1881,1346,1447,2079,1537,2338
"PITA_34028",0,0,0,0,0,0
"PITA_48397",25,17,17,14,10,15
"PITA_16462",4587,2462,3285,3730,5734,4101
"PITA_07080",370,254,277,330,250,380
"PITA_37114",0,0,0,0,0,0
"PITA_38328",0,0,0,0,0,0
"PITA_25274",146,81,134,146,130,138
"PITA_16007",74,57,40,74,47,44
"PITA_31400",0,0,0,0,0,0
"PITA_40584",0,0,0,0,0,0
"PITA_30398",0,0,0,0,0,0
"PITA_19297",0,0,0,0,0,0
"PITA_16320",0,0,0,0,0,0
"PITA_14013",13,16,14,5,5,5
"PITA_07197",128,66,156,52,193,49
"PITA_40182",594,408,523,545,570,560
"PITA_15385",187,125,154,164,126,155
"PITA_28375",787,507,696,718,555,852
"PITA_06415",0,0,0,0,0,0
"PITA_32724",178,127,157,112,167,184
"PITA_17058",84,50,71,73,33,57
"PITA_17934",0,0,0,0,0,0
"PITA_44951",0,0,0,0,0,0
"PITA_20621",30,34,43,81,23,59
"PITA_42472",276,113,88,177,174,93
"PITA_01956",3,5,0,1,0,1
"PITA_24633",4,0,6,1,2,12
"PITA_47665",2,3,1,11,3,14
"PITA_33458",0,0,0,14,7,19
"PITA_00616",65,55,82,89,45,109
"PITA_27205",156,129,179,139,123,322
"PITA_44182",456,336,400,477,376,531
"PITA_31361",31,31,35,58,52,48
"PITA_19681",61,58,64,103,34,99
"PITA_25014",0,0,1,0,0,0
"PITA_08891",0,0,0,0,0,0
"PITA_39472",2,0,1,3,0,1
"PITA_15647",149,130,153,147,126,148
"PITA_51018",0,5,3,12,15,12
"PITA_44277",274,199,308,30,78,35
"PITA_23533",0,0,0,0,0,0
"PITA_41950",0,0,0,0,0,0
"PITA_39569",0,0,0,0,0,0
"PITA_06611",0,18,0,0,0,0
"PITA_31016",0,0,0,0,0,0
"PITA_04761",73,29,39,24,47,28
"PITA_04824",508,377,450,507,423,1055
"PITA_44730",0,0,0,0,0,0
"PITA_35531",3,0,2,0,1,1
"PITA_42832",0,0,0,0,0,0
"PITA_31227",2,0,0,0,0,3
"PITA_14490",62,29,46,41,40,17
"PITA_30791",0,0,0,0,0,0
"PITA_49989",2,4,4,0,1,0
"PITA_29336",15,18,26,13,13,19
"PITA_48568",7,1,10,5,0,2
"PITA_35554",34,44,67,46,29,65
"PITA_39486",238,189,191,199,277,253
"PITA_10655",0,2,1,0,0,0
"PITA_47750",982,571,672,858,878,622
"PITA_50589",3,0,0,1,1,0
"PITA_18593",0,0,0,0,0,0
"PITA_04434",26,25,3,38,22,68
"PITA_39727",0,0,0,0,0,0
"PITA_07889",0,0,0,0,0,0
"PITA_28022",1,2,1,6,0,5
"PITA_15659",1,0,0,0,0,0
"PITA_40529",48,24,16,29,17,34
"PITA_46487",0,0,0,0,0,0
"PITA_09321",0,0,0,0,0,0
"PITA_46356",21,7,36,34,47,22
"PITA_07958",0,0,0,0,0,0
"PITA_09493",143,94,154,105,164,173
"PITA_21686",0,0,0,0,1,0
"PITA_10984",553,287,379,434,517,525
"PITA_41237",2,2,4,9,5,4
"PITA_21235",160,113,150,125,136,158
"PITA_14298",0,0,0,0,0,0
"PITA_05846",105,82,88,57,57,107
"PITA_47090",127,120,93,130,107,72
"PITA_37751",197,147,163,173,127,57
"PITA_27266",180,134,220,168,161,231
"PITA_29455",93,72,79,116,74,94
"PITA_50979",7,18,4,0,0,0
"PITA_46560",9,20,31,19,9,0
"PITA_19161",2,3,11,5,10,12
"PITA_42333",0,2,0,1,1,2
"PITA_39015",146,75,50,84,46,41
"PITA_29566",18,8,23,23,10,8
"PITA_30038",1228,763,1046,962,1080,1168
"PITA_06325",0,0,0,0,0,0
"PITA_17264",0,0,0,1,0,0
"PITA_19309",0,0,0,0,0,0
"PITA_36824",962,689,645,1711,1566,313
"PITA_11743",41,32,23,15,29,47
"PITA_01805",0,0,0,0,0,0
"PITA_41335",21,37,22,55,69,51
"PITA_04271",6,1,0,0,0,1
"PITA_12427",641,466,546,564,423,575
"PITA_13218",356,330,310,437,324,383
"PITA_30997",79,53,30,86,66,72
"PITA_41901",0,0,0,0,0,0
"PITA_48812",19,11,13,10,9,5
"PITA_14181",954,601,672,651,985,930
"PITA_07692",0,0,0,0,1,0
"PITA_45470",0,0,0,0,0,0
"PITA_33519",1369,764,1096,1351,882,1018
"PITA_24012",13,0,0,8,0,0
"PITA_45179",0,0,0,0,0,0
"PITA_00228",0,0,0,0,0,0
"PITA_33102",2,3,0,11,5,0
"PITA_48005",0,0,0,0,0,0
"PITA_04991",0,2,3,3,2,1
"PITA_12087",0,0,0,0,0,1
"PITA_05660",2999,2335,2842,2680,2741,2873
"PITA_24194",1,3,0,0,0,0
"PITA_11471",1,0,8,1,1,2
"PITA_26923",414,258,316,370,356,343
"PITA_27853",0,0,0,0,0,0
"PITA_09334",0,0,0,0,0,0
"PITA_47809",90,94,71,37,56,14
"PITA_06101",0,0,0,0,0,0
"PITA_40792",3,2,7,3,6,6
"PITA_50945",295,176,272,292,261,429
"PITA_41595",0,0,0,0,0,0
"PITA_04154",4,0,0,0,1,0
"PITA_21283",3501,2378,2876,3516,2233,4160
"PITA_30341",0,0,0,0,0,0
"PITA_03896",0,0,0,0,0,0
"PITA_48386",0,0,0,0,0,0
"PITA_25446",85,48,55,69,56,78
"PITA_33661",54,57,47,66,65,93
"PITA_36891",77,74,65,88,71,88
"PITA_11640",14,9,21,11,4,1
"PITA_51385",69,43,68,75,57,68
"PITA_25011",0,0,0,0,0,0
"PITA_36609",0,1,0,0,0,0
"PITA_13107",0,0,0,4,0,0
"PITA_32760",360,216,246,255,259,308
"PITA_08076",0,0,0,0,0,0
"PITA_29854",76,60,64,86,109,152
"PITA_22371",0,0,0,0,0,0
"PITA_03570",1,1,0,3,0,2
"PITA_32850",2101,1234,1661,1862,1597,2031
"PITA_45424",15,11,17,33,16,10
"PITA_15227",1,0,0,0,0,0
"PITA_50509",50,36,40,50,25,30
"PITA_18552",195,100,86,115,117,100
"PITA_20674",1,1,3,0,3,1
"PITA_26416",0,0,0,0,0,0
"PITA_42051",363,223,233,419,499,239
"PITA_09146",83,62,56,116,60,87
"PITA_13477",407,437,510,671,691,670
"PITA_38289",47,50,19,67,46,79
"PITA_51419",227,226,233,221,151,242
"PITA_28323",21,10,20,12,6,5
"PITA_33456",75,59,58,90,67,94
"PITA_41673",362,224,434,211,170,263
"PITA_11373",0,1,0,0,0,2
"PITA_28665",11,3,8,15,4,27
"PITA_03268",512,278,444,583,415,725
"PITA_02100",35,41,22,34,20,37
"PITA_43814",1,1,2,0,0,0
"PITA_07767",133,34,39,41,232,53
"PITA_39526",2,3,1,3,0,0
"PITA_45743",19,19,14,20,9,62
"PITA_17091",39,30,35,28,36,49
"PITA_04297",0,0,0,0,0,0
"PITA_01815",99,27,52,11,0,0
"PITA_06345",0,0,0,0,0,0
"PITA_28904",21,26,63,19,12,11
"PITA_09714",23,24,32,23,17,36
"PITA_36820",79,28,96,74,58,118
"PITA_09237",0,0,0,0,0,0
"PITA_07002",394,256,376,247,191,149
"PITA_23828",7,6,2,0,0,0
"PITA_01739",0,6,2,4,0,0
"PITA_48756",116,41,36,12,7,6
"PITA_34199",46,24,52,49,29,53
"PITA_06073",194,69,107,131,136,143
"PITA_14125",3,0,2,0,2,1
"PITA_31014",1256,779,945,1114,1231,1006
"PITA_03821",1035,431,830,1064,714,891
"PITA_40827",756,473,604,516,435,715
"PITA_30450",173,138,175,178,108,220
"PITA_32163",0,0,0,0,0,0
"PITA_45488",303,161,221,271,208,208
"PITA_15449",12,7,7,8,3,10
"PITA_06300",104,75,66,89,95,44
"PITA_38011",1289,902,1130,1238,868,1250
"PITA_35852",573,356,436,480,534,532
"PITA_25814",87,70,79,95,58,93
"PITA_15616",22,19,22,22,22,28
"PITA_09009",10,7,5,7,3,6
"PITA_08763",0,0,0,0,0,0
"PITA_39113",133,82,62,101,126,115
"PITA_06698",0,0,0,0,0,0
"PITA_43584",6,4,3,5,14,8
"PITA_27347",0,0,0,0,0,0
"PITA_46168",23,6,12,19,13,19
"PITA_01535",0,0,0,2,0,0
"PITA_50425",52,26,51,35,32,27
"PITA_09404",0,0,0,0,0,0
"PITA_04315",550,468,497,62,911,470
"PITA_18739",1,0,1,1,3,4
"PITA_26705",23,15,15,34,15,14
"PITA_27307",4,5,4,17,0,2
"PITA_06590",5383,3865,3828,4906,5086,8230
"PITA_12478",0,0,0,0,0,0
"PITA_43966",0,0,0,0,0,0
"PITA_44893",0,0,0,0,0,0
"PITA_29980",0,0,0,0,0,0
"PITA_32977",0,0,0,0,0,0
"PITA_05602",0,0,0,0,0,0
"PITA_24978",80,55,53,87,57,52
"PITA_09762",14,9,35,2,3,1
"PITA_43865",33,28,15,13,20,44
"PITA_18388",304,181,166,230,217,194
"PITA_24130",740,413,500,424,954,474
"PITA_02059",11,27,17,32,37,11
"PITA_23164",0,0,0,2,0,0
"PITA_37310",0,1,1,0,3,0
"PITA_08595",0,1,2,2,3,4
"PITA_38821",0,0,0,0,0,0
"PITA_09283",4344,2584,4897,4500,3299,2658
"PITA_01018",0,0,0,0,0,0
"PITA_29976",0,0,0,0,0,0
"PITA_38376",21,24,53,46,25,53
"PITA_26371",31,16,24,8,8,11
"PITA_15417",1207,831,938,1178,1224,1581
"PITA_00021",2,0,0,0,1,0
"PITA_05343",4,3,1,1,5,1
"PITA_29923",4912,3149,4232,5638,4685,6018
"PITA_24463",2,4,7,0,9,3
"PITA_23385",0,0,0,0,0,0
"PITA_05398",0,0,0,0,1,0
"PITA_11927",0,0,0,0,0,0
"PITA_04392",151,124,134,148,126,217
"PITA_09530",117,136,155,116,138,100
"PITA_31072",15,10,13,20,22,14
"PITA_21239",1563,1076,1177,1452,1432,1851
"PITA_17666",43,54,26,38,42,15
"PITA_31398",0,0,0,0,0,1
"PITA_40831",0,0,0,0,0,0
"PITA_21261",0,1,0,0,0,0
"PITA_24420",1260,535,767,1135,1216,657
"PITA_13010",417,304,329,360,373,548
"PITA_03805",9,3,3,22,29,3
"PITA_35056",154,104,118,111,108,163
"PITA_34636",0,0,0,0,0,0
"PITA_43298",0,0,2,0,0,0
"PITA_48017",188,105,153,141,144,184
"PITA_20028",0,3,0,0,0,0
"PITA_36285",0,2,0,0,4,0
"PITA_33560",0,0,0,0,0,0
"PITA_42932",179,398,473,755,893,83
"PITA_34107",2,0,0,0,0,0
"PITA_33941",464,234,348,429,451,455
"PITA_36451",33,26,33,35,34,46
"PITA_31832",0,0,0,0,0,0
"PITA_44368",9,0,0,1,0,0
"PITA_18288",337,118,217,181,158,320
"PITA_16297",635,372,319,316,480,497
"PITA_48654",44,8,47,33,32,60
"PITA_37614",2,3,3,0,0,4
"PITA_10456",1,0,1,2,0,3
"PITA_29107",83,49,47,70,74,99
"PITA_31805",160,121,146,145,137,250
"PITA_19710",0,0,0,0,0,0
"PITA_21955",7341,4128,5518,5481,6817,6898
"PITA_08942",9,9,6,10,4,12
"PITA_36532",0,0,0,0,0,0
"PITA_51315",122,65,34,64,32,82
"PITA_10591",209,85,209,39,108,42
"PITA_04075",42,31,30,35,39,21
"PITA_35753",176,135,168,162,173,316
"PITA_41684",638,374,513,490,515,365
"PITA_50208",60,30,28,44,20,38
"PITA_12456",0,0,2,0,2,1
"PITA_23309",844,588,804,863,683,1222
"PITA_34310",68,0,53,6,13,5
"PITA_50192",0,4,0,2,1,0
"PITA_39379",46,27,34,49,44,59
"PITA_14951",0,0,0,0,0,0
"PITA_50378",304,120,185,149,71,330
"PITA_31151",2,2,3,3,2,2
"PITA_21989",11,16,12,19,5,28
"PITA_51519",0,0,0,0,0,0
"PITA_21443",560,356,458,483,647,634
"PITA_32859",1393,1016,1200,670,649,1500
"PITA_41219",753,469,523,580,611,795
"PITA_21103",1224,744,909,983,965,1148
"PITA_35243",118,61,57,21,89,20
"PITA_09523",10,1,9,6,4,1
"PITA_47211",0,0,0,0,0,0
"PITA_01197",98,89,108,17,27,20
"PITA_27758",1,0,0,0,0,0
"PITA_20881",3,6,4,10,1,15
"PITA_10801",0,0,0,0,0,0
"PITA_50127",2,16,21,24,26,4
"PITA_33702",518,377,499,593,509,762
"PITA_14703",10,2,10,10,27,8
"PITA_22395",1617,539,655,908,611,713
"PITA_21675",0,0,0,0,0,0
"PITA_22634",0,0,0,0,0,0
"PITA_46269",0,0,0,0,0,0
"PITA_06434",143,128,111,99,113,101
"PITA_20262",16,9,19,20,9,22
"PITA_06412",256,212,203,206,232,266
"PITA_04968",13,7,11,19,13,21
"PITA_32428",0,0,0,0,0,0
"PITA_11157",29,6,6,17,1,15
"PITA_46507",996,716,975,876,1016,1353
"PITA_45573",0,0,0,0,0,0
"PITA_42447",417,244,258,188,398,341
"PITA_30467",6,8,5,9,3,3
"PITA_27010",70,54,77,100,150,45
"PITA_33913",4,0,2,3,0,1
"PITA_26007",9,2,12,11,19,4
"PITA_35367",0,0,0,0,0,0
"PITA_37142",2,6,2,3,6,10
"PITA_32176",12,2,11,14,14,2
"PITA_01977",0,0,0,0,0,0
"PITA_38871",0,0,0,0,0,0
"PITA_13204",107,75,99,76,64,137
"PITA_27470",0,1,0,0,2,5
"PITA_46060",28,29,66,33,90,107
"PITA_27537",9,3,1,0,7,0
"PITA_50507",54,0,0,108,0,128
"PITA_31109",314,272,242,405,193,491
"PITA_37973",0,0,0,0,0,0
"PITA_42276",0,0,0,0,0,0
"PITA_13206",0,0,0,0,0,0
"PITA_37661",0,0,0,0,0,0
"PITA_26000",1050,888,1051,1557,2547,507
"PITA_03106",2,1,2,2,2,6
"PITA_20878",193,166,215,198,109,175
"PITA_47531",2,1,1,1,0,1
"PITA_24684",4,0,2,1,0,2
"PITA_06914",0,0,0,0,0,0
"PITA_22653",0,0,0,19,35,0
"PITA_02773",0,0,0,0,0,0
"PITA_15661",231,148,166,126,173,200
"PITA_38271",0,0,0,0,0,0
"PITA_40057",33,79,42,72,42,44
"PITA_05373",0,0,0,0,0,0
"PITA_42989",82,67,55,63,89,142
"PITA_13265",1,1,0,0,0,0
"PITA_45647",576,366,413,514,406,626
"PITA_31202",0,3,1,1,2,0
"PITA_16170",0,0,0,0,0,0
"PITA_27034",519,338,427,506,445,311
"PITA_42346",2490,1457,1968,2022,2201,1875
"PITA_39338",120,78,56,146,99,147
"PITA_24846",2,4,0,46,5,47
"PITA_02070",0,0,0,0,0,0
"PITA_45562",3,3,4,34,4,0
"PITA_22036",21,11,20,40,50,8
"PITA_05151",0,0,0,0,0,0
"PITA_34061",0,0,0,0,0,0
"PITA_30261",51,41,63,15,29,48
"PITA_39394",142,71,81,69,97,78
"PITA_02210",0,0,0,0,0,0
"PITA_46025",365,267,269,371,335,526
"PITA_50574",0,0,0,0,0,0
"PITA_26338",1,2,4,2,0,5
"PITA_10178",444,302,374,501,395,920
"PITA_33392",26,10,11,16,3,0
"PITA_33202",0,0,0,0,0,0
"PITA_45330",0,3,0,3,0,4
"PITA_45697",0,0,0,0,0,0
"PITA_00110",767,502,664,546,533,505
"PITA_03437",404,207,307,329,200,441
"PITA_42966",16,3,6,21,4,1
"PITA_19570",772,505,462,909,1068,733
"PITA_42193",3,0,7,1,3,3
"PITA_36964",8,1,10,3,11,5
"PITA_10430",3,12,3,0,0,1
"PITA_22744",57,38,47,76,48,56
"PITA_39804",1,0,1,2,0,2
"PITA_48932",5,2,0,0,1,0
"PITA_17705",126,90,98,26,62,99
"PITA_14347",64,33,35,52,24,35
"PITA_39689",1007,681,877,1018,742,818
"PITA_21028",0,0,0,0,0,0
"PITA_01013",159,132,120,89,153,177
"PITA_45733",2,0,0,0,0,0
"PITA_12348",0,2,1,0,2,0
"PITA_36466",0,2,5,4,0,5
"PITA_49684",0,0,0,0,0,0
"PITA_04873",0,0,0,0,0,0
"PITA_30359",553,273,327,657,486,188
"PITA_06774",2,1,0,1,1,2
"PITA_48792",662,482,1108,789,519,1720
"PITA_47249",1,2,0,2,0,2
"PITA_24128",0,0,0,0,0,0
"PITA_36371",1114,856,1078,318,1552,1216
"PITA_13011",101,128,132,168,140,98
"PITA_37756",3937,3393,3622,4115,2685,3318
"PITA_50719",0,0,0,0,0,0
"PITA_49416",230,179,205,217,175,317
"PITA_12884",1494,933,1277,1238,1230,1219
"PITA_00516",378,187,220,160,235,177
"PITA_05460",43,29,30,34,49,36
"PITA_13814",30,16,27,17,10,37
"PITA_40393",0,0,0,0,0,0
"PITA_45240",203,171,88,118,124,90
"PITA_28469",202,198,137,71,159,41
"PITA_18911",25,39,36,19,30,30
"PITA_40096",191,75,128,84,372,472
"PITA_38001",306,171,245,225,252,283
"PITA_42648",127,67,105,70,46,47
"PITA_43155",39,17,38,46,15,41
"PITA_42939",0,0,0,0,0,0
"PITA_08652",0,0,0,0,0,0
"PITA_39309",82,56,91,23,25,100
"PITA_41239",0,0,0,0,0,0
"PITA_15093",0,3,0,1,0,1
"PITA_30932",201,93,180,124,136,74
"PITA_13561",165,117,147,161,114,197
"PITA_21667",0,2,3,2,0,10
"PITA_19393",17,21,47,4,1,1
"PITA_06480",69,38,39,0,53,93
"PITA_11018",0,0,0,0,0,0
