"","Ha1","Ha2","Ha3","Ctr1","Ctr2","Ctr3"
"PITA_51542",38,108,55,127,74,207
"PITA_23072",0,0,0,1,1,0
"PITA_09423",37,22,21,28,14,16
"PITA_50748",0,0,0,0,0,0
"PITA_40278",0,0,2,0,0,0
"PITA_03620",0,0,0,1,0,0
"PITA_12343",620,296,436,472,438,382
"PITA_09655",4,0,10,1,3,2
"PITA_29120",3,4,15,14,5,5
"PITA_27415",708,372,521,431,524,780
"PITA_06247",0,0,1,0,0,0
"PITA_04364",0,12,11,6,40,0
"PITA_20383",259,188,224,389,269,247
"PITA_17527",325,167,179,268,269,317
"PITA_43151",30,14,16,23,30,22
"PITA_21184",0,0,0,0,0,0
"PITA_30500",366,298,438,358,391,529
"PITA_24769",2,0,1,4,4,0
"PITA_31382",0,0,0,0,0,0
"PITA_34259",577,359,546,619,574,588
"PITA_11465",1429,1071,1233,522,326,1464
"PITA_44420",181,175,350,88,170,323
"PITA_12722",2,1,0,0,0,0
"PITA_34713",0,0,0,0,0,0
"PITA_45409",15,0,26,9,20,6
"PITA_31609",96,74,87,132,116,135
"PITA_12363",0,0,0,0,0,3
"PITA_12897",235,82,145,235,187,132
"PITA_42521",0,0,0,0,0,0
"PITA_34512",0,0,0,0,0,0
"PITA_03684",14,8,6,19,23,9
"PITA_30722",10,19,29,10,19,2
"PITA_43788",544,233,240,155,463,242
"PITA_37041",0,0,0,0,0,0
"PITA_27103",0,0,0,0,0,0
"PITA_37623",2409,1577,2252,265,2917,1467
"PITA_46889",1289,829,878,1390,1180,1091
"PITA_24794",1,0,0,0,0,0
"PITA_26505",6,11,3,4,9,10
"PITA_10734",1043,560,805,351,518,545
"PITA_36661",0,0,0,0,0,0
"PITA_43944",761,637,690,752,642,685
"PITA_39722",1,4,15,6,1,0
"PITA_50873",94,45,66,87,87,82
"PITA_21380",0,0,0,0,0,0
"PITA_12805",47,20,26,26,18,31
"PITA_17312",9,12,22,25,1,11
"PITA_46513",0,0,0,0,0,0
"PITA_32009",208,189,193,156,127,268
"PITA_04365",9,11,11,13,20,13
"PITA_02746",290,258,435,460,634,343
"PITA_09446",0,0,0,0,0,0
"PITA_03389",99,85,84,104,95,82
"PITA_00857",161,171,162,141,143,274
"PITA_27534",23,28,25,61,34,6
"PITA_15678",628,890,554,794,773,642
"PITA_03678",60,6,54,117,60,41
"PITA_25234",10,19,5,25,6,9
"PITA_43288",129,163,32,172,146,146
"PITA_01095",0,0,0,0,0,0
"PITA_48944",6,6,12,12,17,1
"PITA_35237",0,0,0,0,0,0
"PITA_42401",59,13,36,12,35,38
"PITA_05672",0,0,0,0,0,0
"PITA_08268",219,82,86,502,350,132
"PITA_15224",5,10,1,0,7,1
"PITA_32487",641,306,515,518,558,501
"PITA_20437",3,0,0,0,0,0
"PITA_01354",2,1,1,1,2,6
"PITA_45607",0,0,0,0,0,0
"PITA_03897",1,2,0,2,1,2
"PITA_13395",0,0,0,0,0,0
"PITA_23094",2,0,1,0,0,2
"PITA_20638",310,210,259,288,192,197
"PITA_03589",0,4,0,1,6,3
"PITA_01270",0,3,1,0,4,1
"PITA_47068",3,5,9,18,5,9
"PITA_19724",0,0,4,20,5,0
"PITA_50317",0,2,0,2,2,0
"PITA_03783",0,0,0,0,0,0
"PITA_16463",167,105,102,146,161,171
"PITA_20989",0,0,0,0,0,0
"PITA_50130",339,153,256,357,296,52
"PITA_06166",1,2,2,1,0,1
"PITA_33352",3987,2596,3116,3380,2715,3885
"PITA_00325",3,3,3,1,0,0
"PITA_13372",19,21,16,37,19,21
"PITA_17680",559,31,63,199,164,1
"PITA_49343",7,5,14,16,13,12
"PITA_11247",411,294,352,334,344,440
"PITA_14097",6,6,11,9,7,3
"PITA_06080",340,210,340,319,294,509
"PITA_44664",53,38,18,32,23,33
"PITA_45338",912,758,1063,917,933,767
"PITA_26303",23,15,12,33,14,10
"PITA_49485",117,70,71,99,113,133
"PITA_43132",0,0,1,1,0,0
"PITA_39071",76,16,57,42,57,35
"PITA_39508",208,156,176,176,150,295
"PITA_36449",1,0,2,0,3,2
"PITA_13736",109,80,78,101,87,194
"PITA_16817",0,0,0,0,0,0
"PITA_07762",0,0,2,2,0,5
"PITA_50426",73,409,335,211,0,0
"PITA_30327",0,0,0,0,0,0
"PITA_09460",155,84,117,137,99,125
"PITA_27215",1255,569,1379,1305,1770,1180
"PITA_32027",66,33,33,49,28,61
"PITA_32594",248,149,335,378,507,523
"PITA_42388",1324,1259,1588,983,1769,1771
"PITA_11918",34,26,32,39,48,57
"PITA_17595",0,0,0,0,0,0
"PITA_50755",22,11,15,36,12,22
"PITA_45873",90,108,110,60,82,70
"PITA_32952",32,47,41,39,23,29
"PITA_42824",515,338,420,491,595,642
"PITA_18031",1095,447,819,500,389,399
"PITA_10114",15,17,9,19,13,15
"PITA_33834",127,92,112,92,112,177
"PITA_46095",0,0,0,0,0,0
"PITA_24538",0,0,0,0,0,0
"PITA_14574",0,1,4,2,2,4
"PITA_15528",365,153,55,27,502,0
"PITA_18316",249,142,238,268,209,278
"PITA_15077",0,0,0,0,0,0
"PITA_03303",0,0,0,0,0,0
"PITA_46745",372,219,262,294,426,285
"PITA_31715",0,0,2,2,1,1
"PITA_41769",151,12,0,86,40,0
"PITA_25802",2,11,5,4,15,9
"PITA_40323",585,510,630,787,361,857
"PITA_14002",0,0,0,0,0,0
"PITA_22950",240,112,178,224,192,82
"PITA_06087",584,278,190,308,445,154
"PITA_07043",63,32,41,22,52,85
"PITA_18848",0,0,0,0,0,0
"PITA_27802",28,23,18,16,17,8
"PITA_46886",35,43,45,61,36,55
"PITA_35108",42,18,31,36,41,49
"PITA_16004",0,0,0,0,0,0
"PITA_04265",1,2,2,7,2,2
"PITA_34946",258,110,176,163,193,225
"PITA_16876",0,0,0,0,0,0
"PITA_41170",773,480,632,465,378,804
"PITA_40753",58,31,54,12,16,20
"PITA_07577",23,35,19,39,23,44
"PITA_39454",12,20,8,28,26,8
"PITA_45019",0,0,0,0,0,0
"PITA_27639",0,0,0,0,0,0
"PITA_11708",0,2,1,5,2,0
"PITA_13632",0,0,0,0,0,0
"PITA_10540",102,78,82,145,130,154
"PITA_38051",1,0,1,3,0,0
"PITA_24810",880,637,790,756,734,1135
"PITA_45724",9,10,21,36,14,19
"PITA_06417",0,0,0,0,0,0
"PITA_22353",0,0,0,0,0,0
"PITA_43873",4,6,0,1,0,1
"PITA_32041",0,0,0,0,0,0
"PITA_27734",33,10,16,2,2,40
"PITA_44265",1,0,0,0,1,0
"PITA_47104",117,92,114,125,136,135
"PITA_50080",0,1,0,0,0,6
"PITA_14470",336,186,455,49,128,31
"PITA_50028",636,394,702,822,761,1688
"PITA_01555",55,52,46,39,64,111
"PITA_15550",518,362,417,446,485,569
"PITA_07465",0,2,3,31,11,19
"PITA_07901",45,18,33,37,35,47
"PITA_38815",25,22,21,18,32,20
"PITA_37137",0,0,0,0,0,2
"PITA_44303",1090,1242,1220,1581,1049,3421
"PITA_30921",126,106,103,135,106,150
"PITA_28093",5,2,7,6,5,3
"PITA_34591",441,397,825,220,170,120
"PITA_29861",195,109,184,111,111,196
"PITA_35245",10,6,3,0,5,9
"PITA_17654",0,0,0,0,1,0
"PITA_35313",133,116,148,167,106,216
"PITA_14453",33,26,73,53,47,77
"PITA_19379",74,78,89,82,66,85
"PITA_48557",0,0,89,173,0,122
"PITA_04289",0,0,0,0,0,0
"PITA_19062",290,223,260,238,240,178
"PITA_20277",111,154,146,131,149,166
"PITA_46895",7,18,20,2,2,12
"PITA_12122",265,158,190,223,116,185
"PITA_34194",350,323,289,371,222,368
"PITA_37727",70,17,38,52,53,7
"PITA_49139",7,8,6,7,6,5
"PITA_49074",72,83,143,53,72,43
"PITA_08357",7,3,7,1,3,8
"PITA_22134",0,0,0,0,0,0
"PITA_07497",386,275,337,306,280,450
"PITA_38348",0,0,0,0,1,0
"PITA_41084",0,0,0,0,0,0
"PITA_51403",0,0,0,0,0,0
"PITA_23541",0,0,0,0,0,0
"PITA_21941",11,2,7,6,6,15
"PITA_15132",9,17,9,11,22,8
"PITA_47645",120,68,12,66,38,9
"PITA_38870",848,541,678,792,706,920
"PITA_07806",536,345,325,584,882,1222
"PITA_46848",16,16,15,16,10,12
"PITA_24982",1,0,0,0,0,3
"PITA_06615",10,14,2,8,10,7
"PITA_40093",0,0,0,0,0,0
"PITA_26520",3,0,0,0,0,0
"PITA_36389",0,0,0,0,0,0
"PITA_01495",0,0,0,0,0,0
"PITA_03187",37,18,27,24,7,32
"PITA_25248",24,13,19,32,29,31
"PITA_34091",0,0,0,0,0,0
"PITA_12076",9,8,16,7,22,8
"PITA_05056",300,182,183,229,213,285
"PITA_50983",0,0,1,6,5,0
"PITA_24801",0,2,0,0,0,3
"PITA_20085",9,5,24,47,19,97
"PITA_28633",2,0,0,2,1,1
"PITA_05136",0,6,0,0,2,0
"PITA_35611",0,0,0,0,0,1
"PITA_17967",3,0,0,0,2,3
"PITA_17381",0,0,0,0,0,0
"PITA_19871",79,14,32,11,38,0
"PITA_22370",0,0,0,0,0,0
"PITA_17074",6,8,12,0,3,7
"PITA_40332",0,0,0,0,0,0
"PITA_15580",29,28,42,26,111,161
"PITA_31335",316,194,269,293,220,190
"PITA_24172",1,0,2,0,1,4
"PITA_25583",60,30,38,36,35,43
"PITA_09221",89,76,91,83,68,130
"PITA_29125",244,155,262,280,205,288
"PITA_12128",221,169,175,217,195,204
"PITA_37779",0,0,0,0,0,0
"PITA_50609",127,42,61,19,12,0
"PITA_33239",1096,760,956,1137,1005,1148
"PITA_34161",20,14,25,7,9,34
"PITA_19731",68,30,48,74,62,79
"PITA_26754",461,375,445,350,338,413
"PITA_44055",0,0,0,0,0,0
"PITA_18401",146,91,104,135,113,193
"PITA_02386",0,0,0,0,0,0
"PITA_41733",44,25,55,122,89,48
"PITA_28343",264,221,406,507,708,154
"PITA_31154",0,0,0,0,0,0
"PITA_41530",77,53,63,97,108,138
"PITA_22372",44,27,25,34,26,43
"PITA_17920",0,1,0,0,1,1
"PITA_07477",3625,1944,2784,2483,3146,3096
"PITA_06902",0,0,0,0,0,0
"PITA_12992",0,0,0,0,0,0
"PITA_39039",858,574,674,725,883,841
"PITA_33147",248,150,174,214,211,254
"PITA_36430",389,321,364,423,256,496
"PITA_40597",0,0,0,0,0,0
"PITA_05827",7406,3655,6663,6356,8132,5170
"PITA_34776",13,7,10,10,10,21
"PITA_18222",92,51,73,52,77,105
"PITA_27755",1,0,0,0,0,0
"PITA_04573",0,0,0,0,0,0
"PITA_23277",0,0,0,0,0,0
"PITA_04319",0,0,0,0,0,0
"PITA_35320",16,24,10,29,15,25
"PITA_42705",0,0,0,0,0,0
"PITA_20676",552,360,464,668,411,729
"PITA_15850",26,30,44,27,4,16
"PITA_26201",0,0,0,0,0,0
"PITA_07944",27,20,9,22,30,30
"PITA_38259",39,18,37,27,14,19
"PITA_24432",128,67,110,103,73,121
"PITA_35973",0,0,0,0,0,0
"PITA_02247",9580,5488,7986,10255,11280,12457
"PITA_47521",34,8,16,5,29,66
"PITA_07466",1,0,0,0,0,0
"PITA_19808",8,3,7,12,5,1
"PITA_37736",0,0,0,0,0,0
"PITA_23061",578,352,353,362,425,349
"PITA_39609",172,121,136,161,148,269
"PITA_46466",27,21,35,47,18,52
"PITA_15445",0,0,0,0,1,0
"PITA_11339",97,72,79,112,105,81
"PITA_13055",0,0,0,0,0,0
"PITA_36275",102,70,82,124,78,57
"PITA_08251",393,295,298,761,467,747
"PITA_20635",0,5,0,1,0,0
"PITA_35274",526,373,430,476,663,385
"PITA_12844",1,4,0,0,3,0
"PITA_22863",0,1,0,0,0,0
"PITA_26628",56,56,70,56,59,101
"PITA_22555",0,0,2,0,57,0
"PITA_10421",19,4,40,30,26,3
"PITA_36949",0,5,1,1,14,8
"PITA_10835",20,32,15,14,17,76
"PITA_50246",0,0,0,0,0,0
"PITA_02156",657,380,500,590,605,634
"PITA_08700",0,0,0,0,0,0
"PITA_08758",1,3,9,5,1,10
"PITA_16812",4,4,5,27,1,11
"PITA_19697",0,0,0,0,0,0
"PITA_00847",31,14,8,18,21,17
"PITA_19410",293,365,313,368,344,426
"PITA_10912",4,0,0,7,0,0
"PITA_34913",3254,926,1746,1376,1036,944
"PITA_28291",13,16,15,21,14,25
"PITA_16051",0,0,0,0,0,0
"PITA_05278",78,35,36,52,42,39
"PITA_07557",566,342,445,519,461,543
"PITA_11992",0,0,0,0,0,0
"PITA_22783",0,0,0,0,0,0
"PITA_01917",3,0,0,2,0,3
"PITA_48408",40,23,50,61,41,68
"PITA_23339",18,0,5,0,3,5
"PITA_41395",178,48,101,2,20,9
"PITA_49217",3,0,1,4,0,1
"PITA_04505",0,0,0,0,0,0
"PITA_43816",10,21,25,27,28,28
"PITA_35289",86,91,66,153,103,75
"PITA_40090",156,30,93,110,61,84
"PITA_45225",276,165,143,114,193,121
"PITA_45146",0,0,0,0,0,0
"PITA_15505",0,0,0,0,0,0
"PITA_48570",718,473,506,643,430,732
"PITA_12785",62,209,126,225,94,108
"PITA_39604",17,9,40,16,26,69
"PITA_04815",0,0,0,0,0,0
"PITA_00693",0,2,0,5,1,0
"PITA_44525",0,0,0,0,1,3
"PITA_26878",1722,861,1064,1637,1279,1014
"PITA_36900",0,0,0,0,0,0
"PITA_40476",110,95,97,89,80,150
"PITA_41344",0,0,0,0,0,0
"PITA_20792",120,104,127,163,57,104
"PITA_09580",0,0,0,5,13,0
"PITA_07458",32,35,22,52,59,126
"PITA_32325",0,0,0,0,0,0
"PITA_51540",41,17,29,48,31,13
"PITA_03262",20,29,29,27,13,37
"PITA_45954",351,224,253,202,267,396
"PITA_50045",107,61,59,62,59,82
"PITA_36083",0,0,0,0,0,0
"PITA_24837",754,524,701,720,623,740
"PITA_00666",1,0,1,0,0,0
"PITA_38566",314,264,409,265,400,333
"PITA_27138",24,7,23,27,17,18
"PITA_19973",0,0,0,0,2,0
"PITA_04355",0,0,0,2,0,0
"PITA_17761",1,1,2,1,5,1
"PITA_17896",8,14,7,6,5,13
"PITA_21120",2802,1726,2584,2540,1905,1929
"PITA_07286",105,43,118,63,24,14
"PITA_19311",485,64,130,31,111,70
"PITA_30895",48,41,50,40,34,65
"PITA_14207",0,0,0,0,2,3
"PITA_33104",383,94,309,161,394,26
"PITA_10962",105,69,94,77,64,143
"PITA_18280",0,0,2,0,0,0
"PITA_24019",0,0,0,1,2,0
"PITA_34613",2542,1414,1918,1981,2223,2262
"PITA_05415",4,1,2,1,0,2
"PITA_27302",392,182,247,375,207,185
"PITA_38459",90,48,53,34,32,31
"PITA_24325",223,151,185,195,225,272
"PITA_50641",71,36,67,67,72,64
"PITA_34053",0,0,0,0,0,0
"PITA_49782",566,316,486,498,566,588
"PITA_17007",164,113,166,184,125,192
"PITA_33641",58,33,45,35,51,43
"PITA_13054",0,0,0,0,0,2
"PITA_09652",0,0,0,0,0,0
"PITA_47865",0,0,0,0,0,0
"PITA_40229",0,1,1,5,3,0
"PITA_15573",24,22,7,13,6,8
"PITA_00697",25,19,20,14,31,26
"PITA_42031",0,0,0,0,0,0
"PITA_30624",43,23,47,30,55,37
"PITA_30020",0,0,0,0,0,0
"PITA_01004",0,0,4,0,0,0
"PITA_15313",974,637,889,728,701,1009
"PITA_42880",0,0,1,3,4,0
"PITA_03537",155,114,147,243,193,173
"PITA_15619",2,0,0,0,0,0
"PITA_18085",48,45,34,53,60,56
"PITA_00688",11,11,2,57,14,0
"PITA_04926",1,0,0,0,0,1
"PITA_15042",13,5,18,17,28,35
"PITA_29394",11,8,3,6,6,11
"PITA_23291",0,0,0,0,0,0
"PITA_38590",0,0,0,0,0,0
"PITA_50179",0,0,0,0,0,0
"PITA_14832",29,17,20,15,29,33
"PITA_27309",9,8,14,9,8,15
"PITA_15002",1311,779,845,1017,1425,1485
"PITA_35287",4,0,7,0,0,0
"PITA_45692",29,19,25,56,41,40
"PITA_30724",2485,1136,1355,1720,1488,1200
"PITA_13857",4,0,7,1,3,1
"PITA_19449",4,0,0,0,2,0
"PITA_43279",76,80,98,97,68,53
"PITA_04630",110,82,137,80,71,93
"PITA_34815",15,7,12,15,13,27
"PITA_46974",0,0,0,0,0,0
"PITA_23754",1,0,1,0,0,0
"PITA_17672",19,7,18,1,9,9
"PITA_43891",0,0,0,0,0,0
"PITA_37805",1,0,0,0,3,0
"PITA_00848",57,35,29,18,41,59
"PITA_14230",0,0,0,0,0,0
"PITA_43193",0,1,0,0,0,0
"PITA_03544",392,390,247,257,224,263
"PITA_00092",0,2,0,0,0,0
"PITA_02074",0,0,0,0,0,0
"PITA_03891",0,0,0,0,0,0
"PITA_51330",56,83,57,119,130,88
"PITA_31418",0,0,0,0,0,0
"PITA_21680",0,0,0,0,0,0
"PITA_36394",22,44,31,68,40,36
"PITA_28940",0,0,0,0,0,0
"PITA_34792",132,113,114,107,137,152
"PITA_35193",36,0,41,97,183,7
"PITA_29423",1,0,0,0,0,0
"PITA_17283",13,7,6,0,3,6
"PITA_18664",3,1,0,2,0,3
"PITA_30394",0,0,0,0,0,0
"PITA_12311",331,132,163,274,240,194
"PITA_39492",0,0,0,0,0,0
"PITA_46802",4,2,5,0,2,0
"PITA_33221",19,15,18,10,5,27
"PITA_31076",75,44,78,86,105,97
"PITA_36708",152,100,117,91,90,186
"PITA_23632",0,0,0,0,0,0
"PITA_07804",0,0,0,0,0,0
"PITA_07249",451,278,396,473,458,567
"PITA_08803",24,7,21,10,9,13
"PITA_51071",1,7,10,4,5,11
"PITA_35739",0,0,0,0,0,0
"PITA_09910",0,0,2,14,0,0
"PITA_46667",0,0,0,0,0,0
"PITA_45522",103,48,57,47,70,67
"PITA_50857",0,0,0,0,0,0
"PITA_01813",239,324,525,411,467,416
"PITA_19979",0,0,2,0,0,1
"PITA_44818",0,0,0,0,0,0
"PITA_00314",0,0,0,0,0,0
"PITA_15908",0,0,0,0,0,0
"PITA_50183",36,13,37,23,57,30
"PITA_19432",1294,745,1091,1132,841,1082
"PITA_21118",0,0,0,0,0,0
"PITA_28179",136,47,144,65,240,80
"PITA_46408",1196,852,1036,1212,1278,1208
"PITA_05303",594,419,554,530,535,537
"PITA_25590",155,159,137,200,144,231
"PITA_11863",621,342,480,509,619,953
"PITA_23482",0,0,0,0,0,2
"PITA_09312",2,0,1,0,0,0
"PITA_46127",42,37,35,36,16,35
"PITA_35387",5,10,5,7,3,2
"PITA_13279",261,206,176,236,331,524
"PITA_08659",0,0,0,0,0,0
"PITA_26759",289,186,211,187,448,471
"PITA_10367",3361,2334,2738,442,446,4083
"PITA_04978",0,0,0,0,0,0
"PITA_25192",497,314,397,435,330,440
"PITA_47792",0,0,0,0,0,0
"PITA_46559",54,36,24,21,25,15
"PITA_22455",98,49,70,106,44,177
"PITA_44682",54,26,22,24,36,0
"PITA_15270",0,0,0,1,0,0
"PITA_06626",0,14,0,22,16,21
"PITA_17809",499,94,277,53,22,105
"PITA_12890",7,0,2,2,2,0
"PITA_05221",136,52,53,31,37,59
"PITA_25507",0,0,0,0,0,0
"PITA_33393",0,1,2,5,0,3
"PITA_15515",360,243,285,208,334,291
"PITA_28253",2077,1011,1340,1498,1491,1541
"PITA_22626",42,23,26,24,32,14
"PITA_13952",1,0,5,0,1,2
"PITA_04751",298,205,240,211,233,212
"PITA_07610",57,43,81,96,64,81
"PITA_19684",0,0,0,0,0,0
"PITA_00186",230,130,202,188,144,229
"PITA_28967",133,80,80,187,137,43
"PITA_48255",0,0,0,0,0,0
"PITA_45547",0,0,0,0,0,0
"PITA_32040",287,172,269,169,145,281
"PITA_18853",0,0,0,0,0,0
"PITA_14690",37,24,28,43,43,34
"PITA_02455",1,0,2,0,0,0
"PITA_38903",1,0,0,0,0,0
"PITA_37069",31,28,28,43,18,32
"PITA_03535",85,80,77,70,50,89
"PITA_16298",3,3,3,1,2,2
"PITA_24480",4,4,4,4,4,5
"PITA_29778",0,0,0,0,0,0
"PITA_14361",0,0,0,0,0,0
"PITA_26925",0,0,8,76,3,56
"PITA_28777",7518,4653,6357,7331,6455,10005
"PITA_01657",111,39,90,193,109,100
"PITA_04801",30,19,17,34,18,14
"PITA_10392",131,73,86,136,128,128
"PITA_26517",3,3,3,15,1,16
"PITA_05234",366,238,308,393,413,293
"PITA_11472",0,0,0,0,0,0
"PITA_32734",0,0,0,0,0,0
"PITA_45577",85,57,63,60,64,43
"PITA_09745",0,0,0,0,0,0
"PITA_17286",0,8,0,2,0,0
"PITA_23637",8,9,5,6,0,3
"PITA_11796",15,5,3,1,0,0
"PITA_07417",20,27,23,101,15,92
"PITA_48599",35,27,23,17,24,12
"PITA_03751",3,2,5,1,2,1
"PITA_25569",0,0,0,0,0,0
"PITA_34100",3720,2480,2903,3160,3489,3536
"PITA_31907",538,386,511,521,366,678
"PITA_13179",319,157,253,279,147,337
"PITA_02055",401,309,364,322,389,479
"PITA_11682",2228,1464,1505,2082,1584,1748
"PITA_36262",0,0,0,0,0,0
"PITA_10194",125,86,107,99,115,158
"PITA_34139",33,24,21,21,11,16
"PITA_05052",4,1,2,0,4,1
"PITA_26271",147,70,35,88,25,47
"PITA_32341",241,145,113,350,124,46
"PITA_24482",13,17,9,5,12,1
"PITA_49289",8,7,21,69,37,35
"PITA_07077",13,13,29,31,39,31
"PITA_11620",0,0,0,0,0,0
"PITA_50343",0,0,0,0,0,0
"PITA_13533",176,140,156,179,144,171
"PITA_43860",5,0,0,1,2,0
"PITA_45823",28,45,51,69,77,64
"PITA_20530",6,1,1,7,5,1
"PITA_13473",35,34,56,50,26,50
"PITA_47326",44,58,67,99,30,41
"PITA_11599",795,529,636,675,782,891
"PITA_34581",9,3,1,3,4,11
"PITA_43332",0,0,0,0,0,0
"PITA_11742",121,95,126,70,71,222
"PITA_08606",40,48,138,49,51,264
"PITA_06971",988,683,850,1015,1243,1824
"PITA_38627",123,67,87,153,100,82
"PITA_43295",493,332,450,433,274,383
"PITA_02355",0,0,0,0,0,0
"PITA_47112",1374,986,1171,1308,963,1241
"PITA_40691",1,4,2,7,2,2
"PITA_07601",0,5,0,2,1,2
"PITA_23999",1,0,3,7,0,2
"PITA_14450",54,45,45,52,38,55
"PITA_47728",482,298,384,360,433,507
"PITA_04294",0,0,0,0,0,0
"PITA_15718",0,0,0,0,0,0
"PITA_30760",0,4,5,1,3,5
"PITA_39517",0,0,1,0,1,0
"PITA_05575",0,0,0,0,0,0
"PITA_35003",208,206,289,281,162,603
"PITA_13877",0,1,4,8,5,4
"PITA_46370",31,0,0,26,62,25
"PITA_29271",1,0,0,4,1,0
"PITA_05655",0,0,0,0,0,0
"PITA_29880",2,3,7,3,4,3
"PITA_23508",0,0,0,0,0,0
"PITA_00106",0,0,1,1,0,2
"PITA_27358",0,0,0,0,0,0
"PITA_11443",2,1,12,3,3,0
"PITA_30265",14,3,30,12,12,25
"PITA_18815",350,232,331,280,301,358
"PITA_11009",0,0,0,0,0,0
"PITA_45931",0,2,2,1,0,0
"PITA_11807",0,0,0,0,0,0
"PITA_38753",0,0,0,0,0,0
"PITA_33559",0,0,0,0,0,0
"PITA_40170",656,220,484,312,231,160
"PITA_03148",0,1,0,2,0,1
"PITA_46799",16,37,21,17,9,8
"PITA_06848",674,445,582,651,506,628
"PITA_39639",44,40,101,18,18,28
"PITA_13074",22,17,22,0,7,81
"PITA_46178",1,0,1,0,1,0
"PITA_04519",28,10,64,12,1,17
"PITA_23524",0,0,1,2,4,1
"PITA_50556",320,212,200,236,258,376
"PITA_43465",0,0,0,0,0,0
"PITA_14152",1,0,0,2,0,0
"PITA_51711",29,8,9,1,5,15
"PITA_26780",152,81,167,154,94,116
"PITA_08419",1081,469,531,654,936,601
"PITA_35007",1,0,0,0,0,0
"PITA_17186",2,0,0,0,0,0
"PITA_30496",55,26,23,29,47,51
"PITA_40279",2205,1541,1728,2169,1864,2965
"PITA_40001",190,80,85,94,178,81
"PITA_22282",54,61,94,72,53,53
"PITA_09366",0,0,0,0,0,0
"PITA_01610",7,3,11,8,4,18
"PITA_47189",1,0,1,0,0,1
"PITA_46019",218,128,181,107,111,86
"PITA_23453",0,0,0,0,0,0
"PITA_44128",0,0,0,0,0,0
"PITA_04629",67,27,59,51,58,247
"PITA_24634",4,10,26,44,46,5
"PITA_10205",174,126,224,407,138,108
"PITA_34362",1830,1302,1561,1396,1101,828
"PITA_14471",223,81,45,195,66,23
"PITA_47512",1149,804,654,1005,928,1226
"PITA_34590",7786,5281,6171,7047,6283,7068
"PITA_17251",0,0,0,0,0,0
"PITA_35511",1483,748,1176,1699,1379,1122
"PITA_01376",18,6,8,6,10,9
"PITA_46140",5643,3776,3421,6219,5955,4141
"PITA_21899",133,111,167,144,117,170
"PITA_45393",12,21,24,22,37,22
"PITA_20044",0,0,29,19,0,0
"PITA_46448",0,0,0,0,0,0
"PITA_14251",16,28,36,25,26,25
"PITA_00022",3,19,4,49,33,16
"PITA_21943",23,22,13,10,7,2
"PITA_05421",0,0,0,0,0,0
"PITA_44684",0,0,0,0,0,0
"PITA_36720",17,14,14,40,23,21
"PITA_17343",0,0,0,0,0,0
"PITA_15399",0,0,0,0,0,0
"PITA_29317",0,0,1,0,0,0
"PITA_31709",0,0,0,0,0,0
"PITA_41942",0,0,0,0,0,0
"PITA_41207",131,144,126,129,81,104
"PITA_10128",0,0,0,0,0,0
"PITA_42293",87,68,74,78,73,54
"PITA_06790",0,0,0,0,0,0
"PITA_51453",0,0,0,0,1,0
"PITA_14983",0,0,0,0,0,0
"PITA_21858",460,309,375,343,316,467
"PITA_37054",0,0,0,0,0,0
"PITA_51573",28,18,16,10,8,12
"PITA_27921",0,8,0,13,1,1
"PITA_10545",0,0,0,0,0,0
"PITA_07685",4,0,2,0,1,0
"PITA_25894",0,0,0,0,0,0
"PITA_14489",0,0,0,0,0,0
"PITA_38573",0,0,0,3,0,0
"PITA_17937",0,0,1,0,0,0
"PITA_08625",649,476,625,526,653,693
"PITA_13951",0,1,0,0,7,2
"PITA_37937",59,31,33,82,108,13
"PITA_05687",133,140,200,148,229,330
"PITA_48640",454,237,349,492,292,232
"PITA_04740",989,631,1165,1247,564,741
"PITA_33250",0,0,1,0,0,0
"PITA_27177",1,1,2,0,1,3
"PITA_45804",1466,1070,1090,1465,1385,1603
"PITA_45418",827,347,332,776,221,128
"PITA_50291",0,0,0,0,0,0
"PITA_25771",0,0,1,0,2,0
"PITA_00451",131,98,118,80,129,189
"PITA_50135",105,72,104,89,53,122
"PITA_07928",44,56,79,20,68,42
"PITA_41920",222,159,179,121,80,226
"PITA_46648",0,0,0,0,0,0
"PITA_04843",0,0,0,0,0,0
"PITA_46967",84,51,60,65,47,100
"PITA_34560",3,0,1,0,1,0
"PITA_20295",2,3,3,2,11,5
"PITA_23046",549,248,301,547,272,0
"PITA_40894",31,12,14,16,25,34
"PITA_10961",0,18,0,15,0,0
"PITA_34378",1,1,0,0,0,2
"PITA_00628",2,1,5,0,6,1
"PITA_19519",6,1,0,0,2,1
"PITA_43091",19,21,9,50,36,29
"PITA_35188",323,198,268,308,166,289
"PITA_39616",29,5,6,16,4,1
"PITA_26649",97,55,59,104,79,151
"PITA_26241",259,189,179,103,84,263
"PITA_25454",1191,924,1052,1140,1181,1471
"PITA_35327",0,0,0,32,7,29
"PITA_15237",521,278,512,384,312,629
"PITA_20107",593,335,329,473,538,445
"PITA_32783",1,0,2,2,4,0
"PITA_42589",0,0,0,1,0,0
"PITA_21368",102,62,113,91,99,95
"PITA_00623",524,355,503,570,335,494
"PITA_32215",82,112,131,175,99,186
"PITA_28156",40,19,31,44,27,32
"PITA_35923",697,426,566,571,570,696
"PITA_13590",0,0,0,0,0,0
"PITA_00107",218,120,166,187,164,172
"PITA_28120",52,42,47,47,42,79
"PITA_26294",0,0,0,0,0,0
